Unique_member_identifier,AccountOpenKey,AccountCloseKey,isAutoEnrolled,Birthdate,loadtime,EnrollmentSourceKey,isBNS,isVCL,isPrePaid
1C903AB4-D9CB-4632-A653-9B59BE107A47,20170622,20170622,FALSE,1990-02-23 00:00:00,2017-06-22 08:55:00,4,FALSE,FALSE,FALSE
42C46B67-83D5-4803-BE4A-51EAB9F16882,20170622,21000101,FALSE,1999-10-13 00:00:00,2017-06-22 22:55:00,4,FALSE,FALSE,FALSE
0A1D3D1F-6042-4D16-8540-85EDA1A367DA,20170623,21000101,TRUE,1971-08-28 00:00:00,2017-09-07 13:49:08,13,FALSE,TRUE,FALSE
89006965-2326-414A-868A-0DC89F8F1F56,20170623,21000101,FALSE,1999-06-05 00:00:00,2017-06-23 20:55:00,4,FALSE,FALSE,FALSE
699744CE-C4C9-4C8A-82F1-A81C76B08344,20170711,21000101,FALSE,1995-09-06 00:00:00,2017-07-11 19:55:00,26,FALSE,FALSE,FALSE
EB65FBB8-5CB1-4529-BD9E-8E141DF3EF2C,20170711,21000101,FALSE,1997-04-28 00:00:00,2017-07-11 22:55:00,4,FALSE,FALSE,FALSE
6411D186-C3BB-49A8-8256-BD5943DD9F4D,20170712,21000101,TRUE,1982-05-25 00:00:00,2017-07-25 01:24:01,13,TRUE,TRUE,FALSE
040BE2D2-B14E-435B-8ECB-BD7B33F0B26D,20170712,21000101,FALSE,1962-11-18 00:00:00,2017-08-10 01:24:23,4,FALSE,FALSE,FALSE
5874CEA4-DF6B-4563-92AB-036CDA96FF7A,20170713,21000101,TRUE,1984-03-10 00:00:00,2017-07-14 03:20:53,13,TRUE,FALSE,FALSE
C1A86BBA-A975-41F1-A571-F911C9E78471,20170713,21000101,FALSE,1995-09-02 00:00:00,2017-07-14 03:20:53,4,FALSE,FALSE,FALSE
C9D3369F-5FF0-4CD2-9745-7BE056E4A7C0,20170714,21000101,TRUE,1997-03-19 00:00:00,2017-07-16 03:50:56,13,TRUE,FALSE,FALSE
E7ADE72A-7B37-4CE4-8C6B-CBD91C563E59,20170715,21000101,TRUE,2002-06-10 00:00:00,2017-07-16 03:50:56,13,TRUE,FALSE,FALSE
E186B0AF-3ACC-436E-A5B0-6B999EED8E19,20170715,21000101,FALSE,1997-08-22 00:00:00,2017-07-15 19:55:00,26,FALSE,FALSE,FALSE
B549B42A-6E6C-466D-B5B1-C28FECF9C252,20170625,21000101,TRUE,1970-08-17 00:00:00,2017-06-26 01:31:54,13,TRUE,FALSE,FALSE
01870ADD-8C92-4EB0-BAE5-A44FFF2B85BF,20170625,21000101,TRUE,1995-07-28 00:00:00,2017-06-26 01:31:54,13,TRUE,FALSE,FALSE
0512D981-16B6-4177-BE70-9F7B67A03733,20170625,21000101,FALSE,1985-01-26 00:00:00,2017-06-25 18:55:00,26,FALSE,FALSE,FALSE
649E75DE-9762-482B-A93B-68FD8A11BE74,20170625,21000101,FALSE,1985-03-23 00:00:00,2017-06-25 22:55:00,4,FALSE,FALSE,FALSE
874D6A54-5D78-4E8E-B139-38C29A51A06D,20170627,21000101,FALSE,1988-05-14 00:00:00,2017-06-27 17:55:00,26,FALSE,FALSE,FALSE
75BFAAF2-48E1-403A-BB47-A7DC0F9D9E3D,20170628,21000101,TRUE,1982-09-18 00:00:00,2017-07-20 01:23:26,13,TRUE,TRUE,FALSE
CB142C5A-A60E-4CC2-89E2-6508D26E04B4,20170628,21000101,FALSE,1989-08-23 00:00:00,2017-07-12 01:28:02,4,FALSE,FALSE,FALSE
73E28F59-F177-4B2F-9BC1-03248619D56D,20170629,21000101,TRUE,1986-05-06 00:00:00,2017-06-29 05:55:00,13,FALSE,FALSE,TRUE
FDBB171C-4B23-490A-BB11-4D6F94652717,20170629,21000101,FALSE,1994-07-11 00:00:00,2017-06-29 11:55:00,4,FALSE,FALSE,FALSE
8A4E71DA-1300-47F3-8369-6CE006FA7657,20170629,21000101,FALSE,1974-09-04 00:00:00,2017-06-29 21:55:00,4,FALSE,FALSE,FALSE
88427406-E3A6-4A89-BCB5-D7676443D93D,20170630,21000101,FALSE,1999-10-19 00:00:00,2017-06-30 21:55:00,19,FALSE,FALSE,FALSE
785D449D-FF3A-4209-84EF-B70673192657,20170727,21000101,TRUE,1982-04-25 00:00:00,2017-07-28 01:24:37,13,TRUE,FALSE,FALSE
49A75830-9C83-4ACE-ADA1-0ADE43BE774E,20170728,21000101,FALSE,1997-05-28 00:00:00,2017-07-28 00:55:00,4,FALSE,FALSE,FALSE
228A13E3-E103-41AB-9426-8DE431278960,20170729,21000101,TRUE,2000-12-16 00:00:00,2017-07-31 01:08:04,13,TRUE,FALSE,FALSE
FA77AC38-8041-4A7A-9927-6FC7BAC503CD,20170729,21000101,TRUE,1980-11-30 00:00:00,2017-07-31 01:08:04,13,TRUE,FALSE,FALSE
68D4F546-B9C5-471C-92BA-FB0B62A4D947,20170729,21000101,TRUE,1998-08-16 00:00:00,2017-09-28 01:35:50,13,TRUE,TRUE,FALSE
277C3B0B-916A-48AE-ABD2-F0A78CF59EBE,20170729,21000101,FALSE,1998-05-28 00:00:00,2017-07-29 13:55:01,4,FALSE,FALSE,FALSE
E927EAB2-206C-4F02-9A99-7F0A61BE6D10,20170731,21000101,FALSE,2001-10-05 00:00:00,2017-07-31 18:55:00,4,FALSE,FALSE,FALSE
729835BC-0C60-433E-AC4C-44FF56E4966E,20170801,21000101,FALSE,1965-08-24 00:00:00,2017-08-01 15:55:01,19,FALSE,FALSE,FALSE
27BCD58B-620C-40A6-BAA0-A2B06FBC6CE7,20170511,21000101,FALSE,1975-12-09 00:00:00,2017-05-11 12:55:00,4,FALSE,FALSE,FALSE
DAF29737-EE76-4323-8FE5-80A5D9B12E03,20170511,21000101,FALSE,1952-11-04 00:00:00,2017-05-11 18:55:00,4,FALSE,FALSE,FALSE
12A2E606-0ACD-4525-AC4C-CCA1DB433852,20170512,21000101,FALSE,1996-02-22 00:00:00,2017-06-14 01:56:20,4,FALSE,FALSE,FALSE
C34E5C9C-B070-454A-BD8C-37FAAB91B7EC,20170512,21000101,FALSE,1997-03-24 00:00:00,2017-05-12 21:55:00,4,FALSE,FALSE,FALSE
04779754-2AC5-4C36-B3ED-AE916FCEBEC4,20170513,21000101,FALSE,1963-08-31 00:00:00,2017-05-13 11:55:00,4,FALSE,FALSE,FALSE
8756C077-B53A-48C2-BA87-2432A4D4BEC6,20170513,21000101,FALSE,1982-10-21 00:00:00,2017-05-13 20:55:00,4,FALSE,FALSE,FALSE
53515841-454C-4345-802D-F6CE948A1B96,20170514,21000101,TRUE,1988-02-17 00:00:00,2017-05-15 01:16:54,13,TRUE,FALSE,FALSE
BF34D5BE-F26F-4093-97C1-7F501D44875F,20170514,21000101,FALSE,1998-09-23 00:00:00,2017-05-14 12:55:00,4,FALSE,FALSE,FALSE
424E1920-5FBB-41E8-B5E4-887677CCCF67,20170514,21000101,FALSE,2002-09-27 00:00:00,2017-05-14 18:55:00,19,FALSE,FALSE,FALSE
DAC37BE0-FE93-443C-83F0-5211F187A72B,20170515,21000101,FALSE,1996-12-06 00:00:00,2017-05-15 18:55:00,26,FALSE,FALSE,FALSE
670F5D11-2E56-4BD7-A887-20EE9D007A19,20170515,21000101,FALSE,1980-06-06 00:00:00,2017-05-15 21:55:00,4,FALSE,FALSE,FALSE
E5A70C97-BB15-44CF-9570-4B67A8298DAD,20170516,21000101,FALSE,1986-10-13 00:00:00,2017-05-16 17:55:00,4,FALSE,FALSE,FALSE
2DE53DDA-6DC1-42C0-87A5-761F5E9EB6F0,20170517,21000101,FALSE,1989-04-25 00:00:00,2017-06-14 01:56:20,4,FALSE,FALSE,FALSE
37C4833D-2BE2-40CE-8830-2703CFB6D7FE,20170517,21000101,FALSE,1997-11-05 00:00:00,2017-05-17 04:55:00,4,FALSE,FALSE,FALSE
39E020AD-EE35-42D3-90D8-66A9F4BC1AAB,20170701,21000101,TRUE,2001-04-30 00:00:00,2017-07-02 01:20:28,13,TRUE,FALSE,FALSE
BA3FDA59-EF04-4EFC-A880-F95AEE1FF154,20170701,21000101,FALSE,1942-07-01 00:00:00,2017-07-01 19:55:00,4,FALSE,FALSE,FALSE
E10BB4ED-0A3B-4A43-974A-CF21C540AFD4,20170702,21000101,TRUE,1981-10-24 00:00:00,2017-07-03 01:11:57,13,TRUE,FALSE,FALSE
DDF5EACE-42CE-4A36-A55E-46B9B80D8A44,20170702,21000101,TRUE,1977-07-25 00:00:00,2017-07-03 01:11:57,13,TRUE,FALSE,FALSE
31E5D421-DF62-4142-A550-24193A09CF3C,20170702,21000101,TRUE,2001-12-13 00:00:00,2017-07-03 01:11:57,13,TRUE,FALSE,FALSE
D9ACD360-407D-420A-811C-737DB4930277,20170614,21000101,FALSE,1998-10-05 00:00:00,2017-06-14 11:55:01,4,FALSE,FALSE,FALSE
990630FB-AF5C-458B-9A32-EE27B5B28DA5,20170617,21000101,FALSE,1979-02-17 00:00:00,2017-06-17 16:55:00,19,FALSE,FALSE,FALSE
178CC10A-368E-4489-BE9B-849B9824F860,20170617,21000101,FALSE,1980-06-04 00:00:00,2017-06-17 17:55:00,4,FALSE,FALSE,FALSE
B56B730A-BC40-4BB3-83D2-DB7F6489E83D,20170618,21000101,FALSE,1997-01-01 00:00:00,2017-06-19 01:13:13,26,FALSE,FALSE,FALSE
E6CEDC07-A07D-4099-9781-BD072AF00312,20170618,21000101,FALSE,2003-06-04 00:00:00,2017-07-12 01:28:02,4,FALSE,FALSE,FALSE
56E4E159-57A7-4FFB-92F2-F4F5A6D68DBA,20170618,21000101,FALSE,1998-01-23 00:00:00,2017-06-18 23:55:00,26,FALSE,FALSE,FALSE
094C2667-0680-4A71-B2AD-52B310651D3B,20170421,21000101,TRUE,1984-09-09 00:00:00,2017-04-22 01:21:42,13,TRUE,FALSE,FALSE
84D5785B-711D-4C0E-A143-960B138EB071,20170421,21000101,TRUE,1985-10-15 00:00:00,2017-04-22 01:21:42,13,TRUE,FALSE,FALSE
39A7DD00-26A5-4B22-8196-1FE8E961F2BD,20170423,21000101,TRUE,1993-03-15 00:00:00,2017-04-30 01:22:26,13,FALSE,TRUE,FALSE
754E8A37-95A8-42FD-B454-2EED1098AC02,20170423,21000101,TRUE,1966-07-02 00:00:00,2017-04-24 01:12:38,13,TRUE,FALSE,FALSE
4A8D716F-9FDA-4BCD-8D67-0789EC7CAB43,20170425,21000101,TRUE,1994-10-13 00:00:00,2017-04-26 01:23:41,13,TRUE,FALSE,FALSE
C8F56B1F-934D-4013-B719-76D9ED3F501E,20170425,21000101,TRUE,1995-05-17 00:00:00,2017-04-26 01:23:41,13,TRUE,FALSE,FALSE
3C5A32A0-85D2-4D36-99F2-895AC3B662DC,20170409,21000101,FALSE,1967-03-05 00:00:00,2017-04-09 21:55:00,4,FALSE,FALSE,FALSE
16D3E4EA-49E5-4284-915B-0A479E50B42A,20170410,21000101,FALSE,1995-11-27 00:00:00,2017-04-10 09:55:00,4,FALSE,FALSE,FALSE
A9F23BAB-D942-4DC5-8855-FCB42597798B,20170410,21000101,FALSE,1976-05-11 00:00:00,2017-04-10 11:55:00,4,FALSE,FALSE,FALSE
80DE2E78-3CBD-4029-B796-4F9DA9D9FD07,20170414,21000101,FALSE,1983-07-04 00:00:00,2017-04-14 12:55:00,4,FALSE,FALSE,FALSE
8D316166-F454-4AD3-BC1E-68B429AAAF8C,20170415,21000101,FALSE,1980-10-14 00:00:00,2017-04-16 01:22:25,19,FALSE,FALSE,FALSE
BC0282DA-FB34-4438-BBCD-B5E480F6E3C8,20170415,21000101,TRUE,1958-04-26 00:00:00,2017-04-16 01:22:25,13,TRUE,FALSE,FALSE
3CA6E2D8-CE4E-4AB9-B6CE-EA2B7602135C,20170415,21000101,FALSE,1966-08-19 00:00:00,2017-04-15 13:55:00,19,FALSE,FALSE,FALSE
796F8D01-E1D8-4FEC-A754-2B5D5527D28D,20170416,21000101,FALSE,1999-12-09 00:00:00,2017-04-16 12:55:00,4,FALSE,FALSE,FALSE
49F0D049-3C28-43E3-8809-1F87B62E8FF6,20170416,21000101,FALSE,1967-05-24 00:00:00,2017-04-16 16:55:00,4,FALSE,FALSE,FALSE
7C901657-F425-44AA-B611-641FFB6EA843,20170416,21000101,FALSE,1980-06-04 00:00:00,2017-04-16 20:55:00,4,FALSE,FALSE,FALSE
10D81622-8275-4F95-BFDE-B78A4E5FFD96,20170417,21000101,FALSE,1978-04-16 00:00:00,2017-04-17 14:55:00,4,FALSE,FALSE,FALSE
2A48DD9B-C892-4284-9B6E-80CFF8ABF64B,20170417,21000101,FALSE,1977-02-01 00:00:00,2017-04-17 22:55:00,4,FALSE,FALSE,FALSE
CBBC4500-3CA0-4389-97B5-2D5EE188F5B2,20170419,21000101,FALSE,1999-05-03 00:00:00,2017-04-19 02:55:00,4,FALSE,FALSE,FALSE
DD48AEB9-1E0E-43E9-9782-C5BE23709F2A,20170419,21000101,TRUE,1969-10-20 00:00:00,2017-04-20 01:22:08,13,TRUE,FALSE,FALSE
C780C2C2-EE14-4864-A4A1-BF0FBD504749,20170419,21000101,TRUE,1995-04-20 00:00:00,2017-05-10 01:29:01,13,TRUE,TRUE,FALSE
08777FCA-0942-4FF4-BECD-09EA0C334CDD,20170331,21000101,FALSE,2003-03-31 00:00:00,2017-04-01 01:26:59,4,FALSE,FALSE,FALSE
92E091C5-1208-441C-9C48-3176AD903BB4,20170331,21000101,FALSE,1990-03-31 00:00:00,2017-03-31 07:55:00,4,FALSE,FALSE,FALSE
D9D2D6F7-85CF-4EBA-839F-720E04AD000D,20170331,21000101,FALSE,1995-06-29 00:00:00,2017-03-31 10:55:00,26,FALSE,FALSE,FALSE
F7E5DFF5-DE8C-4CB7-8D49-FFE503B43ADB,20170331,21000101,FALSE,1991-07-08 00:00:00,2017-03-31 12:55:00,4,FALSE,FALSE,FALSE
4184CE16-16AE-48A0-AC55-D3ABD54BF08B,20170331,21000101,FALSE,1993-09-11 00:00:00,2017-03-31 12:55:00,4,FALSE,FALSE,FALSE
10278C05-812B-47F9-9331-B7D9C0ABF05C,20170331,21000101,FALSE,1998-07-09 00:00:00,2017-03-31 16:55:00,4,FALSE,FALSE,FALSE
E8B2200E-551C-4B60-B9F7-A4BD01EDD77E,20170331,21000101,FALSE,2003-03-31 00:00:00,2017-03-31 19:55:00,4,FALSE,FALSE,FALSE
FE29CDE4-0840-4712-82B3-D4CC73A52947,20170401,21000101,FALSE,2001-04-10 00:00:00,2017-04-01 13:55:00,19,FALSE,FALSE,FALSE
59C11CF4-EBE6-44BB-8B59-B7767019C83F,20170401,21000101,FALSE,1982-09-30 00:00:00,2017-04-02 02:03:53,4,TRUE,FALSE,FALSE
176023D0-9B38-471B-A469-18F6AEF0617B,20170401,21000101,FALSE,1997-03-12 00:00:00,2017-04-01 21:55:00,4,FALSE,FALSE,FALSE
06464B82-ED27-4651-8CCC-4931470B20C1,20170402,21000101,TRUE,1987-05-26 00:00:00,2017-04-03 01:23:26,13,TRUE,FALSE,FALSE
BFC3FE59-0798-43E9-AE4F-6F48A4B296AC,20170402,21000101,TRUE,1972-07-21 00:00:00,2017-04-03 01:23:26,13,TRUE,FALSE,FALSE
B49D77CA-605B-4733-AB4D-4C1145A1DD41,20170402,21000101,FALSE,1978-04-25 00:00:00,2017-04-02 09:55:00,4,FALSE,FALSE,FALSE
E9F8DD47-8C18-43D0-AA5E-3E8D0D7432E8,20170402,21000101,FALSE,1987-03-26 00:00:00,2017-04-02 16:55:00,19,FALSE,FALSE,FALSE
F890B1B7-41A6-4D2D-A7EE-54CD0612F965,20170325,21000101,FALSE,1984-04-29 00:00:00,2017-03-25 19:55:00,19,FALSE,FALSE,FALSE
A9FAC09E-AC88-4CDB-A0AB-B3142FF5D13F,20170326,21000101,FALSE,1993-08-20 00:00:00,2017-03-26 07:55:00,4,FALSE,FALSE,FALSE
1E195EEA-7FD0-4986-8014-A9E31B7B865E,20170326,21000101,FALSE,1988-07-12 00:00:00,2017-03-26 13:55:00,4,FALSE,FALSE,FALSE
6894FFCB-5459-4B9D-928A-C6A95F9484EB,20170327,21000101,FALSE,1982-05-05 00:00:00,2017-03-27 22:55:00,4,FALSE,FALSE,FALSE
245FF141-E3DC-4632-BAEF-A1BD1E3D6D2A,20170328,21000101,FALSE,1995-02-13 00:00:00,2017-03-28 11:55:00,4,FALSE,FALSE,FALSE
76E3B949-1B94-4885-B03E-9A9375EF5E3F,20170405,21000101,TRUE,1959-03-02 00:00:00,2017-06-08 01:43:24,13,TRUE,FALSE,FALSE
0327D686-1FB6-49F5-B257-B5CBA0DB0C98,20170405,21000101,TRUE,1957-12-11 00:00:00,2017-07-07 01:23:33,13,TRUE,TRUE,FALSE
9A689DC0-4968-4E41-B263-C5E22C753459,20170405,21000101,FALSE,1980-07-30 00:00:00,2017-04-05 21:55:00,26,FALSE,FALSE,FALSE
008FE711-843B-48AE-96A3-27C15EFFA321,20170406,21000101,FALSE,1947-01-08 00:00:00,2017-04-06 21:55:00,4,FALSE,FALSE,FALSE
A6CF999E-668D-4D6D-8FA1-E0B874AB3AC8,20170407,21000101,TRUE,1984-04-11 00:00:00,2017-04-08 01:22:01,13,TRUE,FALSE,FALSE
54CCE8D5-12C7-415F-A047-9AB69BE2120E,20170407,21000101,TRUE,1980-12-29 00:00:00,2017-04-08 01:22:01,13,TRUE,FALSE,FALSE
FB5D4194-79B6-4C22-A79A-68561639C2D8,20170408,21000101,FALSE,1990-09-02 00:00:00,2017-04-08 14:55:00,26,FALSE,FALSE,FALSE
CA2E75CF-D705-4F0C-8E38-BD754DF1A63B,20170408,21000101,FALSE,1978-07-18 00:00:00,2017-04-08 17:55:00,19,FALSE,FALSE,FALSE
D1FD5059-2A0C-48B5-A1BE-E20174F671FD,20170409,21000101,TRUE,1996-07-05 00:00:00,2017-04-10 01:07:28,13,TRUE,FALSE,FALSE
8CE497FC-1CEA-4D0E-BF3D-C66EA12972ED,20170603,21000101,FALSE,1989-09-13 00:00:00,2017-06-03 17:55:00,26,FALSE,FALSE,FALSE
C850BCF1-C9D1-4B2D-B713-DFDBF41CC7D8,20170603,21000101,FALSE,1976-07-15 00:00:00,2017-06-03 19:55:00,19,FALSE,FALSE,FALSE
B258AB93-6A70-4C7D-8C79-A8DE040BA494,20170606,20170907,TRUE,1993-02-07 00:00:00,2017-09-07 13:55:04,13,FALSE,FALSE,FALSE
F7B9B4A4-D4FD-4F83-9DE0-71376608555F,20170607,21000101,FALSE,1954-01-24 00:00:00,2017-06-07 13:55:00,26,FALSE,FALSE,FALSE
01D7C7E4-88ED-4F68-BECE-AA40DA0D1C3D,20170608,21000101,TRUE,1992-05-14 00:00:00,2017-06-09 01:41:37,13,TRUE,FALSE,FALSE
E6887AEF-B631-4C7C-89D9-10398A1FC278,20170608,21000101,TRUE,1938-04-07 00:00:00,2017-06-09 01:41:37,13,TRUE,FALSE,FALSE
2A5A2EB2-E406-410B-8FD7-2BCC0C01963C,20170518,21000101,FALSE,1976-04-18 00:00:00,2017-05-18 15:55:00,4,FALSE,FALSE,FALSE
3C96A258-B4D1-4EE2-89CD-C543E2A11576,20170519,21000101,TRUE,1989-04-01 00:00:00,2017-05-20 01:47:42,13,TRUE,FALSE,FALSE
60CC7D94-3DAA-4160-BB14-A9EC7AD0DF58,20170519,21000101,TRUE,1963-09-14 00:00:00,2017-05-20 01:47:42,13,TRUE,FALSE,FALSE
A9102E38-7ED9-422E-A7EC-2BC0D4E6291D,20170519,21000101,TRUE,1991-05-29 00:00:00,2017-05-20 01:47:42,13,TRUE,FALSE,FALSE
CF56C240-122A-49CA-B7A3-D0FB91E67013,20170519,21000101,FALSE,1972-10-14 00:00:00,2017-05-19 11:55:00,4,FALSE,FALSE,FALSE
